ID_Original;Fecha_Hora;Encuestador;Latitud;Longitud;q1;q3;q4;q5;q6;q7;q8;q_demo
1274;2026-04-13T16:41:29.788Z;Miguel;-27.4138555;-56.9629853;Partido Colorado;Compañia Coratei;Muy Mala;Buena;Christian Rolon;Maximo ;Rutas y loma ;Varón, Joven
1275;2026-04-13T16:43:28.091Z;Mabel;-27.4266464;-56.9627216;Partido Colorado;Compañia Coratei;Buena;Buena;Jose Mutti;Ninguna ;Agua limpieza camino pago de salirio ;Mujer, Joven
1276;2026-04-13T16:44:49.314Z;Santiago;-27.4154525;-56.9633447;Partido Colorado;San José Obrero;Buena;Mala;Jose Mutti;;Agua rutas ;Mujer, Joven
1277;2026-04-13T16:46:21.241Z;Miguel;-27.4154719;-56.9632863;Partido Colorado;Compañia Coratei;Mala;Buena;Jose Mutti;Victor;Agua potable ;Varón, Joven
1278;2026-04-13T16:46:21.930Z;Mabel;-27.4257216;-56.9625108;Partido Colorado;Compañia Coratei;Excelente;Mala;Christian Rolon;Ellas Leguisamon;Apoyo a emprendedores;Joven, Varón
1279;2026-04-13T16:49:16.667Z;Santiago;-27.4163179;-56.9633339;Partido Colorado;Compañia Coratei;Muy Mala;Mala;Jose Mutti;Socrate ifu;Salud ;Mujer, Mayor
1280;2026-04-13T16:49:29.336Z;Mabel;-27.4251531;-56.9626863;Partido Colorado;Compañia Coratei;Buena;Buena;Jose Mutti;Victor Espinola;Agua y recolección de basura ;Mujer, Joven
1281;2026-04-13T16:55:04.214Z;Mabel;-27.4239473;-56.9623671;Partido Colorado;Compañia Coratei;Buena;Buena;Christian Rolon;William Aquino ;Limpieza en gral agua;Mujer, Mayor
1282;2026-04-13T16:55:31.343Z;Santiago;-27.4189016;-56.9631192;Partido Colorado;Compañia Coratei;Buena;Buena;Christian Rolon;;Todo ;Mujer, Mayor
1283;2026-04-13T16:59:26.571Z;Mabel;-27.4206947;-56.9625237;Partido Colorado;Compañia Coratei;Buena;Mala;Christian Rolon;Carlos Ramires;Recolección de basura ;Varón, Mayor
1284;2026-04-13T16:59:46.724Z;Santiago;-27.4203565;-56.9635381;Partido Colorado;Compañia Coratei;Buena;Buena;;;Agua higiene y comodidad ;Varón, Adulto Mayor
